SUPERMERCADO TRADICAO LTDA
CEP 12248440 SAO JOSE DOS CAMPOS - SP
CNPJ: 47.692.182/0001-72

Código de Barras;Descrição Reduzida;Quantidade Ajuste;Custo Reposição;Descrição Ajuste Completa;Seção;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,001;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,002;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,002;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010672;PRD P TEMP SAL REFINADO KG;-0,004;2,92;SAIDA DE DECOMPOSICAO POR NF;13;
7898943148148;BASE BISNAGA CHEDDAR KG;-0,016;34,61;SAIDA DE DECOMPOSICAO POR NF;13;
7898943148148;BASE BISNAGA CHEDDAR KG;-0,015;34,61;SAIDA DE DECOMPOSICAO POR NF;13;
7898943148148;BASE BISNAGA CHEDDAR KG;-0,011;34,61;SAIDA DE DECOMPOSICAO POR NF;13;
7898486570734;PRD P TEMP OREGANO KG;-0,008;46,50;SAIDA DE DECOMPOSICAO POR NF;13;
7898486570734;PRD P TEMP OREGANO KG;-0,001;46,50;SAIDA DE DECOMPOSICAO POR NF;13;
7896259417408;PRD P BASE LEITE CONDENSADO KG;-0,146;18,96;SAIDA DE DECOMPOSICAO POR NF;13;
7896259417408;PRD P BASE LEITE CONDENSADO KG;-0,040;18,96;SAIDA DE DECOMPOSICAO POR NF;13;
7898552533687;PRD P CONF P/ RECH LIMAO KG;-0,032;16,33;SAIDA DE DECOMPOSICAO POR NF;13;
7898552533687;PRD P CONF P/ RECH LIMAO KG;-0,040;16,33;SAIDA DE DECOMPOSICAO POR NF;13;
7898552533687;PRD P CONF P/ RECH LIMAO KG;-0,027;16,33;SAIDA DE DECOMPOSICAO POR NF;13;
7898552533687;PRD P CONF P/ RECH LIMAO KG;-0,041;16,33;SAIDA DE DECOMPOSICAO POR NF;13;
7898552533687;PRD P CONF P/ RECH LIMAO KG;-0,039;16,33;SAIDA DE DECOMPOSICAO POR NF;13;
7898552533687;PRD P CONF P/ RECH LIMAO KG;-0,038;16,33;SAIDA DE DECOMPOSICAO POR NF;13;
7898552533687;PRD P CONF P/ RECH LIMAO KG;-0,037;16,33;SAIDA DE DECOMPOSICAO POR NF;13;
0000010072523;PRD P CONF BATATA PALHA KG;-0,008;22,40;SAIDA DE DECOMPOSICAO POR NF;13;
0000010072523;PRD P CONF BATATA PALHA KG;-0,007;22,40;SAIDA DE DECOMPOSICAO POR NF;13;
0000010072523;PRD P CONF BATATA PALHA KG;-0,005;22,40;SAIDA DE DECOMPOSICAO POR NF;13;
7897077838406;GRAN CHOC AO LEITE KG;-0,043;22,57;SAIDA DE DECOMPOSICAO POR NF;13;
7896279600200;PRD P BASE MARGARINA TRAD KG;-0,015;12,04;SAIDA DE DECOMPOSICAO POR NF;13;
7896279600200;PRD P BASE MARGARINA TRAD KG;-0,009;12,04;SAIDA DE DECOMPOSICAO POR NF;13;
7896279600200;PRD P BASE MARGARINA TRAD KG;-0,010;12,04;SAIDA DE DECOMPOSICAO POR NF;13;
7896279600200;PRD P BASE MARGARINA TRAD KG;-0,010;12,04;SAIDA DE DECOMPOSICAO POR NF;13;
7896279600200;PRD P BASE MARGARINA TRAD KG;-0,006;12,04;SAIDA DE DECOMPOSICAO POR NF;13;
7896279600200;PRD P BASE MARGARINA TRAD KG;-0,015;12,04;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,037;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,007;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,094;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,060;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,090;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,092;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,111;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,027;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,070;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,061;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,087;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,046;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,057;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,093;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,039;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,059;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,055;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,054;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,052;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,109;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,117;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,089;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,077;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,093;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,152;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,130;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,117;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,067;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,074;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,043;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,127;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,074;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,014;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,088;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,054;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,009;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,137;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,141;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,128;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,017;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,018;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,018;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,006;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,149;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,139;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,008;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,027;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,010;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,010;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,004;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,004;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,027;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,003;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,081;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,006;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,006;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,090;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,012;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,012;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000000010641;PRD P BASE OVOS SOLTO;-0,019;14,00;SAIDA DE DECOMPOSICAO POR NF;13;
0000010084083;PRD P TOMATE KG;-0,047;3,42;SAIDA DE DECOMPOSICAO POR NF;13;
7896635501110;PRD P BASE FUBA MIMOSO KG;-0,025;4,39;SAIDA DE DECOMPOSICAO POR NF;13;
1000180090012;CHANTILY TRADICIONAL;-0,034;29,63;SAIDA DE DECOMPOSICAO POR NF;13;
0769503132204;PRD P CONF COCO RAL EM FLOCOS;-0,110;51,30;SAIDA DE DECOMPOSICAO POR NF;13;
0769503132204;PRD P CONF COCO RAL EM FLOCOS;-0,018;51,30;SAIDA DE DECOMPOSICAO POR NF;13;
0769503132204;PRD P CONF COCO RAL EM FLOCOS;-0,030;51,30;SAIDA DE DECOMPOSICAO POR NF;13;
0769503132204;PRD P CONF COCO RAL EM FLOCOS;-0,006;51,30;SAIDA DE DECOMPOSICAO POR NF;13;
0769503132204;PRD P CONF COCO RAL EM FLOCOS;-0,007;51,30;SAIDA DE DECOMPOSICAO POR NF;13;
7891150087248;PRD P TEMP CALDO GALINHA;-0,007;27,83;SAIDA DE DECOMPOSICAO POR NF;13;
7891150087248;PRD P TEMP CALDO GALINHA;-0,003;27,83;SAIDA DE DECOMPOSICAO POR NF;13;
7891150087248;PRD P TEMP CALDO GALINHA;-0,005;27,83;SAIDA DE DECOMPOSICAO POR NF;13;
